id_symbol_primary,id_protein_name,id_geneID,chromosome,start,end,strand
USP20,ubiquitin specific peptidase 20,10868,9,129835429,129881836,+
FNBP1,formin binding protein 1,23048,9,129887187,130053846,-
GPR107,G protein-coupled receptor 107,57720,9,130053906,130140164,+
NCS1,neuronal calcium sensor 1,23413,9,130172404,130237303,+
HMCN2,hemicentin 2,256158,9,130265742,130434123,+
ASS1,argininosuccinate synthase 1,445,9,130444707,130501274,+
FUBP3,far upstream element binding protein 3,8939,9,130579577,130638352,+
PRDM12,PR/SET domain 12,59335,9,130664594,130682983,+
EXOSC2,exosome component 2,23404,9,130693760,130704894,+
ABL1,ABL proto-oncogene 1-2C non-receptor tyrosine kinase,25,9,130713043,130887675,+
QRFP,pyroglutamylated RFamide peptide,347148,9,130892707,130896812,-
FIBCD1,fibrinogen C domain containing 1,84929,9,130902440,130939247,-
LAMC3,laminin subunit gamma 3,10319,9,131009174,131094473,+
AIF1L,allograft inflammatory factor 1 like,83543,9,131096531,131123144,+
NUP214,nucleoporin 214,8021,9,131125586,131234663,+
FAM78A,family with sequence similarity 78 member A,286336,9,131258078,131281928,-
PLPP7,phospholipid phosphatase 7 (inactive),84814,9,131289694,131309261,+
PRRC2B,proline rich coiled-coil 2B,84726,9,131373651,131500193,+
POMT1,protein O-mannosyltransferase 1,10585,9,131502902,131523803,+
UCK1,uridine-cytidine kinase 1,83549,9,131523801,131531263,-
PRRT1B,proline rich transmembrane protein 1B,642515,9,131545523,131559815,+
RAPGEF1,Rap guanine nucleotide exchange factor 1,2889,9,131576770,131740076,-
MED27,mediator complex subunit 27,9442,9,131860110,132079867,-
NTNG2,netrin G2,84628,9,132161234,132244534,+
SETX,senataxin,23064,9,132261356,132356726,-
TTF1,transcription termination factor 1,7270,9,132375548,132406840,-
CFAP77,cilia and flagella associated protein 77,389799,9,132410043,132573319,+
BARHL1,BarH like homeobox 1,56751,9,132582606,132590252,+
DDX31,DEAD-box helicase 31,64794,9,132592997,132670401,-
GTF3C4,general transcription factor IIIC subunit 4,9329,9,132670035,132694955,+
AK8,adenylate kinase 8,158067,9,132725574,132879046,-
SPACA9,sperm acrosome associated 9,11092,9,132878320,132890314,+
TSC1,TSC complex subunit 1,7248,9,132891349,132945269,-
GFI1B,growth factor independent 1B transcriptional repressor,8328,9,132945531,132991697,+
GTF3C5,general transcription factor IIIC subunit 5,9328,9,133030689,133058503,+
CEL,carboxyl ester lipase,1056,9,133061981,133071861,+
RALGDS,ral guanine nucleotide dissociation stimulator,5900,9,133097722,133149210,-
GBGT1,globoside alpha-1-2C3-N-acetylgalactosaminyltransferase 1 (FORS blood group),26301,9,133152948,133163914,-
OBP2B,odorant binding protein 2B,29989,9,133205279,133223255,-
ABO,ABO-2C alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase,28,9,133250401,133275201,-
SURF6,surfeit 6,6838,9,133328776,133336188,-
MED22,mediator complex subunit 22,6837,9,133338312,133348131,-
RPL7A,ribosomal protein L7a,6130,9,133348218,133351426,+
SURF1,SURF1 cytochrome c oxidase assembly factor,6834,9,133351758,133356487,-
SURF2,surfeit 2,6835,9,133356550,133361158,+
SURF4,surfeit 4,6836,9,133361464,133377949,-
STKLD1,serine/threonine kinase like domain containing 1,169436,9,133376366,133406096,+
REXO4,REX4 homolog-2C 3'-5' exonuclease,57109,9,133406058,133418172,-
ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13,11093,9,133414337,133459403,+
CACFD1,calcium channel flower domain containing 1,11094,9,133459978,133470848,+
SLC2A6,solute carrier family 2 member 6,11182,9,133471094,133479127,-
MYMK,myomaker-2C myoblast fusion factor,389827,9,133514586,133524959,-
ADAMTSL2,ADAMTS like 2,9719,9,133532164,133575519,+
FAM163B,family with sequence similarity 163 member B,642968,9,133577076,133609389,-
DBH,dopamine beta-hydroxylase,1621,9,133636363,133659329,+
SARDH,sarcosine dehydrogenase,1757,9,133663074,133739958,-
VAV2,vav guanine nucleotide exchange factor 2,7410,9,133761894,133992374,-
BRD3OS,BRD3 opposite strand,266655,9,134025481,134031587,+
BRD3,bromodomain containing 3,8019,9,134030305,134068533,-
WDR5,WD repeat domain 5,11091,9,134135199,134159968,+
RXRA,retinoid X receptor alpha,6256,9,134326455,134440585,+
COL5A1,collagen type V alpha 1 chain,1289,9,134641789,134844843,+
FCN2,ficolin 2,2220,9,134864062,134890506,+
FCN1,ficolin 1,2219,9,134903232,134917912,-
OLFM1,olfactomedin 1,10439,9,135075505,135121184,+
PPP1R26,protein phosphatase 1 regulatory subunit 26,9858,9,135477650,135488894,+
MRPS2,mitochondrial ribosomal protein S2,51116,9,135499965,135504673,+
LCN1,lipocalin 1,3933,9,135521296,135526540,+
OBP2A,odorant binding protein 2A,29991,9,135544812,135549969,+
PAEP,progestagen associated endometrial protein,5047,9,135561627,135566955,+
GLT6D1,glycosyltransferase 6 domain containing 1,360203,9,135623648,135641224,-
LCN9,lipocalin 9,392399,9,135663309,135670731,+
SOHLH1,spermatogenesis and oogenesis specific basic helix-loop-helix 1,402381,9,135691862,135702112,-
KCNT1,potassium sodium-activated channel subfamily T member 1,57582,9,135702185,135795502,+
CAMSAP1,calmodulin regulated spectrin associated protein 1,157922,9,135808487,135907551,-
UBAC1,UBA domain containing 1,10422,9,135932969,135961373,-
"NACC2","NACC family member 2",138151,9,136006537,136095289,-
TMEM250,transmembrane protein 250,90120,9,136114581,136118875,-
LHX3,LIM homeobox 3,8022,9,136196250,136205128,-
QSOX2,quiescin sulfhydryl oxidase 2,169714,9,136206333,136245812,-
CCDC187,coiled-coil domain containing 187,399693,9,136249973,136306901,-
GPSM1,G protein signaling modulator 1,26086,9,136327539,136359601,+
DNLZ,DNL-type zinc finger,728489,9,136359483,136363744,-
CARD9,caspase recruitment domain family member 9,64170,9,136363956,136373669,-
SNAPC4,small nuclear RNA activating complex polypeptide 4,6621,9,136375571,136400170,-
ENTR1,endosome associated trafficking regulator 1,10807,9,136401922,136410614,-
PMPCA,peptidase-2C mitochondrial processing subunit alpha,23203,9,136410658,136423761,+
INPP5E,inositol polyphosphate-5-phosphatase E,56623,9,136428619,136439861,-
SEC16A,SEC16 homolog A-2C endoplasmic reticulum export factor,9919,9,136440096,136484552,-
NOTCH1,notch receptor 1,4851,9,136494433,136546048,-
EGFL7,EGF like domain multiple 7,51162,9,136654753,136672678,+
AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,10555,9,136673143,136687457,-
DIPK1B,divergent protein kinase domain 1B,138311,9,136712572,136724742,+
LCN10,lipocalin 10,414332,9,136738170,136742940,-
LCN6,lipocalin 6,158062,9,136744017,136748525,-
LCN8,lipocalin 8,138307,9,136754386,136758551,-
LCN15,lipocalin 15,389812,9,136759634,136764518,-
TMEM141,transmembrane protein 141,85014,9,136791344,136793317,+
CCDC183,coiled-coil domain containing 183,84960,9,136796338,136807741,+
RABL6,RAB-2C member RAS oncogene family like 6,55684,9,136807948,136841187,+
AJM1,apical junction component 1 homolog,389813,9,136842478,136848801,+
PHPT1,phosphohistidine phosphatase 1,29085,9,136849409,136851024,+
MAMDC4,MAM domain containing 4,158056,9,136852346,136860799,+
EDF1,endothelial differentiation related factor 1,8721,9,136862119,136866308,-
TRAF2,TNF receptor associated factor 2,7186,9,136881933,136926615,+
FBXW5,F-box and WD repeat domain containing 5,54461,9,136940435,136944774,-
C8G,complement C8 gamma chain,733,9,136944870,136946981,+
LCN12,lipocalin 12,286256,9,136949180,136955505,+
PTGDS,prostaglandin D2 synthase,5730,9,136977504,136981742,+
LCNL1,lipocalin like 1,401562,9,136982993,136985758,+
PAXX,PAXX non-homologous end joining factor,286257,9,136992422,136993976,+
CLIC3,chloride intracellular channel 3,9022,9,136994608,136997929,-
ABCA2,ATP binding cassette subfamily A member 2,20,9,137007234,137028922,-
FUT7,fucosyltransferase 7,2529,9,137030174,137032088,-
NPDC1,neural proliferation-2C differentiation and control 1,56654,9,137039463,137046177,-
ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2,954,9,137048107,137054061,-
SAPCD2,suppressor APC domain containing 2,89958,9,137062127,137070559,-
UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1,91373,9,137077475,137084538,+
MAN1B1,mannosidase alpha class 1B member 1,11253,9,137086941,137109183,+
DPP7,dipeptidyl peptidase 7,29952,9,137110540,137117980,-
GRIN1,glutamate ionotropic receptor NMDA type subunit 1,2902,9,137139092,137168759,+
LRRC26,leucine rich repeat containing 26,389816,9,137168758,137170051,-
TMEM210,transmembrane protein 210,100505993,9,137170858,137172056,-
ANAPC2,anaphase promoting complex subunit 2,29882,9,137174784,137188585,-
SSNA1,SS nuclear autoantigen 1,8636,9,137188676,137190366,+
TPRN,taperin,286262,9,137191619,137200741,-
TMEM203,transmembrane protein 203,94107,9,137204082,137205648,-
NDOR1,"NADPH dependent diflavin oxidoreductase 1",27158,9,137205700,137219361,+
RNF208,ring finger protein 208,727800,9,137220259,137223408,-
CYSRT1,cysteine rich tail 1,375791,9,137225174,137226315,+
RNF224,ring finger protein 224,643596,9,137227502,137229640,+
SLC34A3,solute carrier family 34 member 3,142680,9,137230757,137236555,+
TUBB4B,tubulin beta 4B class IVb,10383,9,137241287,137243707,+
FAM166A,family with sequence similarity 166 member A,401565,9,137243585,137251313,-
STPG3,sperm-tail PG-rich repeat containing 3,441476,9,137250840,137253483,+
NELFB,negative elongation factor complex member B,25920,9,137255327,137273542,+
TOR4A,torsin family 4 member A,54863,9,137277726,137282641,+
NRARP,NOTCH regulated ankyrin repeat protein,441478,9,137299631,137302271,-
EXD3,exonuclease 3'-5' domain containing 3,54932,9,137306896,137423262,-
NOXA1,"NADPH oxidase activator 1",10811,9,137423372,137434406,+
ENTPD8,ectonucleoside triphosphate diphosphohydrolase 8,377841,9,137434364,137441710,-
NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor,26012,9,137447570,137459334,-
PNPLA7,patatin like phospholipase domain containing 7,375775,9,137459399,137550666,-
MRPL41,mitochondrial ribosomal protein L41,64975,9,137551879,137552555,+
DPH7,diphthamide biosynthesis 7,92715,9,137554444,137578925,-
ZMYND19,zinc finger MYND-type containing 19,116225,9,137582079,137590512,-
ARRDC1,arrestin domain containing 1,92714,9,137605641,137615360,+
EHMT1,euchromatic histone lysine methyltransferase 1,79813,9,137619001,137836127,+
CACNA1B,calcium voltage-gated channel subunit alpha1 B,774,9,137877782,138124619,+
TUBB8,tubulin beta 8 class VIII,347688,10,46437,76621,-
ZMYND11,zinc finger MYND-type containing 11,10771,10,130088,254637,+
DIP2C,disco interacting protein 2 homolog C,22982,10,274201,689710,-
LARP4B,La ribonucleoprotein 4B,23185,10,806914,931900,-
GTPBP4,GTP binding protein 4,23560,10,988434,1019932,+
IDI2,isopentenyl-diphosphate delta isomerase 2,91734,10,1018910,1025859,-
IDI1,isopentenyl-diphosphate delta isomerase 1,3422,10,1039152,1056704,-
WDR37,WD repeat domain 37,22884,10,1056385,1132372,+
ADARB2,adenosine deaminase RNA specific B2 (inactive),105,10,1177313,1737525,-
PFKP,phosphofructokinase-2C platelet,5214,10,3067475,3136805,+
PITRM1,pitrilysin metallopeptidase 1,10531,10,3137727,3172841,-
KLF6,Kruppel like factor 6,1316,10,3775996,3785209,-
AKR1E2,aldo-keto reductase family 1 member E2,83592,10,4824554,4908421,+
AKR1C1,aldo-keto reductase family 1 member C1,1645,10,4963415,4983283,+
AKR1C2,aldo-keto reductase family 1 member C2,1646,10,4987775,5018000,-
AKR1C3,aldo-keto reductase family 1 member C3,8644,10,5048781,5107686,+
AKR1C8,aldo-keto reductase family 1 member C8,340811,10,5153920,5185150,-
AKR1C4,aldo-keto reductase family 1 member C4,1109,10,5196837,5218949,+
UCN3,urocortin 3,114131,10,5364966,5374692,+
TUBAL3,tubulin alpha like 3,79861,10,5393101,5404828,-
NET1,neuroepithelial cell transforming 1,10276,10,5412557,5459056,+
CALML5,calmodulin like 5,51806,10,5498697,5499570,-
CALML3,calmodulin like 3,810,10,5524961,5526771,+
ASB13,ankyrin repeat and SOCS box containing 13,79754,10,5638867,5666595,-
TASOR2,transcription activation suppressor family member 2,54906,10,5684759,5765779,+
GDI2,GDP dissociation inhibitor 2,2665,10,5765222,5813434,-
ANKRD16,ankyrin repeat domain 16,54522,10,5861616,5889893,-
FBH1,F-box DNA helicase 1,84893,10,5889572,5937593,+
IL15RA,interleukin 15 receptor subunit alpha,3601,10,5948897,5978741,-
IL2RA,interleukin 2 receptor subunit alpha,3559,10,6010689,6062367,-
RBM17,RNA binding motif protein 17,84991,10,6089034,6117447,+
PFKFB3,6-phosphofructo-2-kinase/fructose-2-2C6-biphosphatase 3,5209,10,6144918,6254648,+
PRKCQ,protein kinase C theta,5588,10,6393038,6580646,-
SFMBT2,Scm like with four mbt domains 2,57713,10,7158624,7411490,-
ITIH5,inter-alpha-trypsin inhibitor heavy chain 5,80760,10,7559270,7666968,-
ITIH2,inter-alpha-trypsin inhibitor heavy chain 2,3698,10,7703316,7749520,+
KIN,Kin17 DNA and RNA binding protein,22944,10,7750962,7787993,-
ATP5F1C,ATP synthase F1 subunit gamma,509,10,7788159,7807801,+
TAF3,TATA-box binding protein associated factor 3,83860,10,7818505,8016631,+
GATA3,GATA binding protein 3,2625,10,8045420,8075198,+
CELF2,CUGBP Elav-like family member 2,10659,10,10462515,11336675,+
USP6NL,USP6 N-terminal like,9712,10,11460510,11611650,-
ECHDC3,enoyl-CoA hydratase domain containing 3,79746,10,11742382,11764070,+
PROSER2,proline and serine rich 2,254427,10,11823341,11872277,+
UPF2,UPF2 regulator of nonsense mediated mRNA decay,26019,10,11920022,12043170,-
DHTKD1,dehydrogenase E1 and transketolase domain containing 1,55526,10,12068954,12123221,+
SEC61A2,SEC61 translocon subunit alpha 2,55176,10,12129641,12169958,+
NUDT5,nudix hydrolase 5,11164,10,12165330,12195891,-
CDC123,cell division cycle 123,8872,10,12196188,12250589,+
CAMK1D,calcium/calmodulin dependent protein kinase ID,57118,10,12349514,12835545,+
CCDC3,coiled-coil domain containing 3,83643,10,12896625,13099989,-
OPTN,optineurin,10133,10,13100082,13138308,+
MCM10,minichromosome maintenance 10 replication initiation factor,55388,10,13161558,13211110,+
UCMA,upper zone of growth plate and cartilage matrix associated,221044,10,13221766,13234374,-
PHYH,phytanoyl-CoA 2-hydroxylase,5264,10,13277799,13300064,-
SEPHS1,selenophosphate synthetase 1,22929,10,13317428,13348293,-
BEND7,BEN domain containing 7,222389,10,13438481,13529014,-
PRPF18,pre-mRNA processing factor 18,8559,10,13586811,13655929,+
FRMD4A,FERM domain containing 4A,55691,10,13638300,14330924,-
FAM107B,family with sequence similarity 107 member B,83641,10,14518557,14774897,-
CDNF,cerebral dopamine neurotrophic factor,441549,10,14819245,14838073,-
HSPA14,heat shock protein family A (Hsp70) member 14,51182,10,14838306,14871741,+
SUV39H2,SUV39H2 histone lysine methyltransferase,79723,10,14878866,14904315,+
DCLRE1C,DNA cross-link repair 1C,64421,10,14897359,14954432,-
MEIG1,meiosis/spermiogenesis associated 1,644890,10,14954228,14988050,+
OLAH,oleoyl-ACP hydrolase,55301,10,15032224,15073853,+
ACBD7,acyl-CoA binding domain containing 7,414149,10,15075475,15088776,-
RPP38,ribonuclease P/MRP subunit p38,10557,10,15097217,15104257,+
NMT2,N-myristoyltransferase 2,9397,10,15104588,15168693,-
FAM171A1,family with sequence similarity 171 member A1,221061,10,15211643,15374532,-
ITGA8,integrin subunit alpha 8,8516,10,15513954,15720329,-
MINDY3,MINDY lysine 48 deubiquitinase 3,80013,10,15778169,15860510,-
PTER,phosphotriesterase related,9317,10,16436943,16517962,+
C1QL3,complement C1q like 3,389941,10,16513734,16521879,-
RSU1,Ras suppressor protein 1,6251,10,16590611,16817451,-
CUBN,cubilin,8029,10,16823966,17130492,-
TRDMT1,tRNA aspartic acid methyltransferase 1,1787,10,17137336,17202066,-
VIM,vimentin,7431,10,17228241,17237593,+
ST8SIA6,ST8 alpha-N-acetyl-neuraminide alpha-2-2C8-sialyltransferase 6,338596,10,17315414,17455966,-
HACD1,3-hydroxyacyl-CoA dehydratase 1,9200,10,17589032,17617374,-
STAM,signal transducing adaptor molecule,8027,10,17644150,17716824,+
TMEM236,transmembrane protein 236,653567,10,17752110,17800916,+
MRC1,mannose receptor C-type 1,4360,10,17809348,17911164,+
SLC39A12,solute carrier family 39 member 12,221074,10,17951918,18043285,+
CACNB2,calcium voltage-gated channel auxiliary subunit beta 2,783,10,18140424,18545881,+
NSUN6,NOP2/Sun RNA methyltransferase 6,221078,10,18512582,18659264,-
ARL5B,ADP ribosylation factor like GTPase 5B,221079,10,18659335,18681639,+
MALRD1,MAM and LDL receptor class A domain containing 1,340895,10,19046931,19734478,+
PLXDC2,plexin domain containing 2,84898,10,19816215,20289856,+
NEBL,nebulette,10529,10,20779973,21293050,-
SKIDA1,SKI/DACH domain containing 1,387640,10,21510754,21525682,-
MLLT10,MLLT10 histone lysine methyltransferase DOT1L cofactor,8028,10,21524616,21743630,+
DNAJC1,DnaJ heat shock protein family (Hsp40) member C1,64215,10,21756548,22003763,-
EBLN1,endogenous Bornavirus like nucleoprotein 1,340900,10,22208475,22218015,-
COMMD3-BMI1,COMMD3-BMI1 readthrough,100532731,10,22316388,22331484,+
COMMD3,COMM domain containing 3,23412,10,22316388,22320306,+
BMI1,BMI1 proto-oncogene-2C polycomb ring finger,648,10,22321099,22331484,+
SPAG6,sperm associated antigen 6,9576,10,22345461,22417610,+
PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,5305,10,22534854,22714578,-
ARMC3,armadillo repeat containing 3,219681,10,22928028,23038527,+
MSRB2,methionine sulfoxide reductase B2,22921,10,23095564,23122013,+
PTF1A,pancreas associated transcription factor 1a,256297,10,23192312,23194245,+
OTUD1,OTU deubiquitinase 1,220213,10,23439075,23442377,+
KIAA1217,KIAA1217,56243,10,23694727,24547843,+
ARHGAP21,Rho GTPase activating protein 21,57584,10,24583610,24725421,-
PRTFDC1,phosphoribosyl transferase domain containing 1,56952,10,24848614,24952606,-
THNSL1,threonine synthase like 1,79896,10,24952319,25026664,+
ENKUR,enkurin-2C TRPC channel interacting protein,219670,10,24981985,25062327,-
GPR158,G protein-coupled receptor 158,57512,10,25174737,25602229,+
MYO3A,myosin IIIA,53904,10,25934229,26212536,+
GAD2,glutamate decarboxylase 2,2572,10,26216372,26304558,+
APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein,54518,10,26438324,26567879,+
PDSS1,decaprenyl diphosphate synthase subunit 1,23590,10,26697424,26747246,+
ABI1,abl interactor 1,10006,10,26746596,26860986,-
ANKRD26,ankyrin repeat domain 26,22852,10,26938195,27100498,-
YME1L1,YME1 like 1 ATPase,10730,10,27110111,27155051,-
MASTL,microtubule associated serine/threonine kinase like,84930,10,27154479,27187953,+
ACBD5,acyl-CoA binding domain containing 5,91452,10,27182838,27243542,-
PTCHD3,patched domain containing 3 (gene/pseudogene),374308,10,27397121,27414347,-
